65,2024-07-21,5784.00,489,20.16,1.00,9.00,219.00
65,2021-11-07,6369.00,431,25.28,10.00,9.00,131.00
74,2023-12-08,5626.00,422,18.84,14.00,5.00,159.00
8,2022-07-08,9908.00,458,18.21,15.00,10.00,231.00
71,2023-07-21,6539.00,402,20.11,2.00,10.00,120.00
67,2021-11-28,9835.00,486,22.78,5.00,2.00,191.00
63,2024-11-19,9575.00,334,21.67,5.00,4.00,223.00
75,2022-09-07,8260.00,454,23.70,11.00,5.00,139.00
30,2023-03-27,8821.00,399,22.48,4.00,7.00,170.00
39,2023-05-06,9358.00,403,24.33,0.00,3.00,210.00
19,2022-03-01,6125.00,481,21.20,8.00,8.00,124.00
18,2021-06-10,9064.00,271,18.75,10.00,10.00,142.00
113,2020-12-07,9711.00,407,24.02,7.00,0.00,200.00
50,2026-02-24,8278.00,451,22.36,14.00,3.00,140.00
87,2024-11-21,9996.00,412,22.73,5.00,4.00,135.00
55,2021-03-30,5911.00,429,20.50,11.00,7.00,135.00
13,2021-07-29,6140.00,332,18.58,15.00,8.00,188.00
47,2022-04-13,6457.00,275,23.34,15.00,1.00,104.00
84,2020-07-29,6899.00,376,23.54,7.00,8.00,189.00
1,2025-04-15,8258.00,424,24.07,7.00,7.00,102.00
100,2025-09-16,9502.00,495,18.79,0.00,6.00,126.00
95,2021-09-04,9590.00,242,23.72,9.00,0.00,179.00
56,2023-09-14,8131.00,275,21.54,13.00,2.00,224.00
83,2025-08-20,8164.00,445,20.06,11.00,2.00,170.00
68,2026-03-26,7574.00,484,24.79,5.00,3.00,123.00
66,2025-01-04,7522.00,305,23.53,15.00,4.00,102.00
82,2020-01-24,7625.00,282,21.66,3.00,0.00,120.00
29,2022-04-14,9343.00,280,19.10,9.00,6.00,219.00
18,2025-05-18,7697.00,307,19.07,1.00,8.00,225.00
51,2025-06-21,6034.00,300,25.09,14.00,8.00,185.00
85,2023-12-05,6556.00,313,24.03,7.00,4.00,122.00
105,2025-03-03,6745.00,370,24.99,6.00,1.00,137.00
29,2024-12-08,6132.00,479,18.50,14.00,1.00,173.00
68,2021-02-02,8407.00,334,19.40,0.00,5.00,226.00
38,2025-08-03,6038.00,240,18.44,6.00,8.00,133.00
82,2024-01-03,9943.00,212,21.28,4.00,1.00,173.00
73,2025-04-05,5645.00,342,24.90,4.00,1.00,104.00
24,2025-05-23,7264.00,336,23.86,9.00,9.00,223.00
63,2020-03-29,5580.00,392,23.90,13.00,5.00,178.00
8,2021-07-29,6133.00,437,20.33,8.00,10.00,172.00
21,2020-09-30,8157.00,326,25.01,12.00,7.00,169.00
97,2022-08-24,5576.00,223,24.50,12.00,9.00,179.00
113,2023-08-28,5680.00,450,22.72,14.00,4.00,126.00
106,2022-08-29,7546.00,310,18.89,11.00,7.00,246.00
37,2022-11-16,9717.00,289,22.89,5.00,2.00,200.00
19,2022-12-16,7997.00,446,19.75,4.00,3.00,197.00
99,2021-08-25,6358.00,310,24.19,5.00,0.00,110.00
114,2021-06-11,7245.00,266,23.79,9.00,2.00,185.00
73,2024-08-29,7192.00,420,23.31,10.00,9.00,199.00
108,2023-07-20,9009.00,305,19.21,1.00,6.00,133.00
17,2025-08-16,6584.00,370,19.66,11.00,6.00,230.00
39,2023-08-18,8400.00,299,20.52,7.00,1.00,178.00
64,2020-09-25,8176.00,421,18.98,3.00,2.00,174.00
13,2020-09-30,6207.00,327,22.26,14.00,3.00,188.00
89,2020-08-09,8177.00,309,24.46,12.00,7.00,166.00
31,2025-03-09,6226.00,431,22.55,6.00,1.00,168.00
111,2025-09-08,7637.00,244,22.76,8.00,6.00,201.00
27,2025-07-30,6756.00,444,18.59,3.00,5.00,185.00
81,2022-10-31,6762.00,476,24.86,4.00,8.00,139.00
5,2025-11-18,6243.00,207,21.92,4.00,7.00,186.00
41,2021-07-06,6447.00,410,19.96,4.00,0.00,232.00
59,2024-09-27,6402.00,254,19.12,1.00,6.00,114.00
105,2023-02-08,7871.00,358,21.86,12.00,0.00,157.00
75,2024-07-25,6479.00,287,21.18,0.00,3.00,143.00
114,2022-05-10,7854.00,387,20.33,11.00,6.00,112.00
56,2021-05-23,5925.00,318,24.93,6.00,6.00,115.00
4,2021-07-25,7280.00,429,24.99,6.00,6.00,108.00
69,2020-10-16,6741.00,443,23.76,8.00,7.00,182.00
11,2021-01-06,7008.00,392,24.32,15.00,5.00,189.00
4,2022-03-01,9410.00,462,21.29,8.00,6.00,147.00
109,2025-11-08,6137.00,490,19.99,4.00,3.00,153.00
90,2021-09-11,8067.00,489,22.24,15.00,6.00,170.00
1,2024-11-28,5701.00,221,23.94,5.00,5.00,244.00
81,2020-05-14,8430.00,333,20.08,14.00,0.00,217.00
84,2025-07-26,9625.00,388,22.99,6.00,8.00,127.00
69,2025-12-09,7805.00,402,20.78,9.00,2.00,144.00
69,2025-02-10,6755.00,306,25.06,10.00,10.00,100.00
87,2020-05-19,6724.00,404,23.98,2.00,3.00,115.00
54,2020-08-12,8422.00,379,24.16,3.00,7.00,178.00
43,2020-12-20,7744.00,460,24.28,6.00,8.00,250.00
2,2022-01-25,6727.00,253,22.65,15.00,8.00,236.00
31,2025-11-05,9645.00,325,20.07,7.00,0.00,130.00
83,2024-04-22,8903.00,368,19.80,15.00,9.00,161.00
61,2025-04-02,6044.00,470,18.49,8.00,7.00,225.00
106,2021-03-13,7044.00,286,21.74,2.00,4.00,204.00
19,2023-04-02,7061.00,332,21.58,0.00,0.00,212.00
72,2021-01-07,8450.00,285,18.43,15.00,6.00,151.00
113,2020-10-05,6358.00,402,20.07,6.00,0.00,146.00
34,2022-09-06,8338.00,325,25.20,14.00,0.00,165.00
2,2025-06-29,8069.00,342,19.69,6.00,1.00,197.00
52,2025-10-03,7094.00,480,25.34,6.00,4.00,250.00
57,2023-01-30,9443.00,365,23.10,0.00,4.00,235.00
14,2021-12-28,6422.00,388,22.88,15.00,6.00,194.00
95,2023-03-16,7053.00,360,19.91,13.00,10.00,203.00
114,2021-03-17,6393.00,464,18.67,7.00,6.00,163.00
66,2025-10-25,7411.00,469,18.21,9.00,1.00,143.00
109,2023-08-11,8635.00,413,21.90,8.00,10.00,249.00
30,2025-12-31,8636.00,415,19.63,1.00,7.00,181.00
103,2021-10-19,8954.00,456,21.74,12.00,6.00,245.00
37,2024-06-25,9060.00,472,25.16,15.00,2.00,151.00
85,2022-12-19,6784.00,278,24.79,7.00,5.00,115.00
90,2025-03-30,6321.00,276,24.52,8.00,8.00,133.00
105,2021-06-17,7526.00,337,19.62,5.00,7.00,238.00
9,2021-06-05,7100.00,446,20.93,5.00,8.00,118.00
18,2023-12-08,6974.00,343,18.31,15.00,10.00,148.00
14,2025-06-25,9769.00,474,22.18,6.00,3.00,124.00
52,2023-09-15,8824.00,443,22.58,3.00,5.00,213.00
49,2025-03-28,7202.00,307,23.46,8.00,7.00,212.00
77,2026-02-11,7304.00,482,25.30,1.00,7.00,147.00
20,2022-11-14,8376.00,402,23.48,11.00,2.00,185.00
50,2023-03-22,5807.00,419,24.42,6.00,0.00,216.00
43,2023-03-08,9263.00,412,21.10,15.00,9.00,215.00
87,2024-05-31,9111.00,348,21.55,12.00,4.00,210.00
61,2024-02-14,7627.00,257,19.31,8.00,8.00,171.00
90,2022-06-29,7621.00,463,22.66,2.00,9.00,206.00
30,2024-03-03,6582.00,280,23.77,11.00,2.00,119.00
30,2023-06-07,7130.00,394,24.33,8.00,4.00,137.00
71,2020-08-12,7376.00,279,24.13,14.00,0.00,229.00
24,2026-03-28,9822.00,327,20.62,13.00,5.00,160.00
73,2024-03-22,7220.00,312,23.53,11.00,2.00,129.00
101,2025-01-12,9056.00,469,23.13,8.00,9.00,247.00
105,2020-08-31,8421.00,381,24.45,5.00,1.00,155.00
26,2025-02-11,8029.00,249,21.90,0.00,9.00,206.00
26,2022-08-31,7289.00,209,18.81,15.00,6.00,105.00
10,2021-06-23,7509.00,448,18.56,6.00,9.00,194.00
85,2022-03-11,5716.00,303,22.44,15.00,8.00,144.00
54,2026-01-25,6791.00,495,19.84,5.00,4.00,181.00
75,2022-09-26,8603.00,228,23.16,9.00,1.00,238.00
37,2024-01-30,8066.00,226,23.27,2.00,0.00,133.00
92,2023-11-10,8763.00,318,23.87,6.00,0.00,104.00
92,2020-09-21,9390.00,390,22.70,8.00,3.00,121.00
101,2020-07-07,7530.00,398,18.40,15.00,8.00,192.00
23,2022-12-07,8392.00,353,23.17,0.00,10.00,241.00
21,2024-09-26,6615.00,442,18.95,8.00,3.00,114.00
85,2023-03-14,7488.00,226,25.18,0.00,9.00,207.00
23,2021-05-21,8899.00,365,20.28,4.00,1.00,247.00
69,2023-05-13,6954.00,465,21.06,4.00,8.00,148.00
107,2022-12-05,9417.00,313,22.77,4.00,1.00,143.00
27,2020-02-02,8609.00,201,18.30,13.00,7.00,118.00
74,2024-07-07,6036.00,461,19.44,4.00,0.00,174.00
20,2025-06-09,7340.00,288,20.53,5.00,0.00,106.00
95,2022-08-18,5863.00,428,20.04,13.00,9.00,118.00
84,2022-10-18,7792.00,349,21.22,8.00,0.00,187.00
12,2020-06-05,7159.00,322,22.88,4.00,7.00,167.00
43,2024-11-07,9143.00,244,23.06,5.00,5.00,106.00
53,2021-09-23,6120.00,400,22.33,3.00,0.00,210.00
94,2024-04-11,9870.00,236,22.90,3.00,9.00,236.00
61,2021-11-21,6822.00,372,20.56,0.00,4.00,118.00
76,2020-08-02,8200.00,357,18.94,2.00,0.00,129.00
69,2021-06-29,8564.00,439,24.85,11.00,2.00,234.00
106,2025-12-01,8410.00,406,23.96,15.00,2.00,158.00
8,2020-07-25,9118.00,403,18.32,14.00,8.00,141.00
67,2025-06-18,6422.00,236,23.56,6.00,10.00,167.00
7,2022-09-01,6966.00,353,18.63,9.00,0.00,119.00
68,2024-09-10,7815.00,283,20.77,12.00,9.00,184.00
5,2023-09-26,7127.00,316,21.01,5.00,10.00,170.00
31,2022-04-24,6087.00,265,23.61,11.00,10.00,132.00
30,2024-01-21,6864.00,239,20.42,0.00,9.00,102.00
111,2022-05-15,5521.00,342,22.19,10.00,9.00,215.00
16,2022-01-16,7455.00,243,23.21,10.00,7.00,105.00
43,2020-07-26,9585.00,457,23.04,3.00,7.00,124.00
85,2024-01-07,8439.00,294,22.37,10.00,2.00,130.00
35,2024-04-16,9208.00,368,19.50,5.00,2.00,139.00
83,2022-06-29,7672.00,262,21.34,0.00,8.00,196.00
74,2021-12-29,6257.00,490,22.53,11.00,1.00,215.00
